name,element,GW,assists,bonus,goals_scored,minutes,own_goals,saves,selected,transfers_balance,yellow_cards,value,total_points,mean_reversion
Ryan Oné,730,12,0,0,0,7,0,0,0.0,139,0,4.5,1,0.0
Ryan Trevitt,118,12,0,0,0,0,0,0,0.0,-1568,0,4.5,0,0.0
Ryan Yates,470,12,0,0,0,360,0,0,0.0,-1966,2,4.9,11,-2.7500000000000013
Saman Ghoddos,701,12,0,0,1,76,0,0,0.1,5247,3,4.5,9,-3.555555555555556
Samuel Bastien,158,12,0,0,0,0,0,0,0.0,-2231,0,4.9,0,0.0
Sander Berge,475,12,1,2,0,787,0,0,0.1,-6943,2,4.8,23,-8.333333333333334
Sandro Tonali,429,12,0,0,1,437,0,0,1.3,-137346,2,5.2,16,-3.583333333333334
Saïd Benrahma,525,12,1,0,0,430,0,0,0.5,-51123,1,5.6,16,-3.333333333333332
Saša Lukić,276,12,0,0,0,351,0,0,0.3,-12418,1,4.4,11,-3.0000000000000013
Scott McTominay,392,12,0,3,3,516,0,0,1.4,122119,0,4.8,36,-16.5
Scott Twine,180,12,0,0,0,0,0,0,0.0,-2512,0,4.9,0,0.0
Sean Longstaff,421,12,2,0,2,808,0,0,1.0,76432,4,4.9,37,-14.416666666666664
Sergi Canós Tenés,95,12,0,0,0,0,0,0,0.0,-3426,0,5.0,0,0.0
Shandon Baptiste,92,12,0,0,0,18,0,0,0.8,-215012,0,4.3,1,0.0
Shea Charles,348,12,0,0,0,0,0,0,0.0,-36,0,4.5,0,0.0
Simon Adingra,122,12,1,3,3,663,0,0,1.2,89068,1,5.0,38,-9.75
Siriki Dembélé,67,12,0,0,0,0,0,0,0.0,-365,0,4.5,0,0.0
Sofyan Amrabat,709,12,0,0,0,312,0,0,0.1,9680,2,5.0,6,-2.555555555555556
Solly March,140,12,1,6,3,555,0,0,2.7,-166746,1,6.2,39,-8.083333333333332
Son Heung-min,516,12,1,11,8,976,0,0,40.4,3347928,0,9.7,82,-33.66666666666667
Stefan Bajcetic,292,12,0,0,0,0,0,0,0.0,-3728,0,4.7,0,0.0
Steven Alzate,123,12,0,0,0,0,0,0,0.1,-9630,0,4.4,0,0.0
Tahith Chong,586,12,0,0,1,525,0,0,0.1,-5276,2,4.8,18,-4.666666666666666
Tanguy Ndombélé Alvaro,505,12,0,0,0,0,0,0,0.2,-34857,0,4.4,0,0.0
Thiago Alcántara do Nascimento,310,12,0,0,0,0,0,0,0.1,-17158,0,4.8,0,0.0
Thomas Partey,15,12,0,0,0,250,0,0,0.2,-27138,0,4.8,7,-1.0
Tim Iroegbunam,46,12,0,0,0,0,0,0,0.0,-2003,0,4.4,0,0.0
Tom Cairney,268,12,1,0,0,181,0,0,0.0,-481,0,4.9,13,-5.000000000000001
Tom Davies,666,12,0,0,0,57,0,0,0.0,-121,1,5.0,2,-0.8181818181818181
Tommy Doyle,351,12,0,0,0,167,0,0,0.1,2311,1,4.4,7,-2.333333333333333
Tomáš Souček,542,12,1,3,3,805,0,0,1.3,17740,2,4.9,40,-11.750000000000005
Treymaurice Nyoni,743,12,0,0,0,0,0,0,0.0,17,0,4.5,0,0.0
Tyler Adams,673,12,0,0,0,0,0,0,0.0,24,0,4.9,0,0.0
Tyler Onyango,650,12,0,0,0,1,0,0,0.0,227,0,4.5,1,-0.08333333333333337
Tyrese Francois,272,12,0,0,0,0,0,0,0.0,-846,0,4.4,0,0.0
Vini de Souza Costa,638,12,0,1,0,928,0,0,0.0,4,2,5.0,20,-7.250000000000003
Vitaly Janelt,105,12,1,0,0,929,0,0,0.1,-3171,2,5.3,28,-9.583333333333336
Wataru Endo,668,12,0,0,0,206,0,0,0.1,891,0,5.4,9,-1.454545454545454
Will Hughes,229,12,0,0,0,677,0,0,0.0,259,2,4.9,19,-7.583333333333332
Willian Borges da Silva,591,12,1,3,1,775,0,0,0.4,-25518,1,5.3,32,-13.416666666666664
Wilson Odobert,660,12,0,0,1,160,0,0,0.0,85,1,5.0,10,-4.424242424242425
Yasin Ayari,124,12,0,0,0,0,0,0,0.0,-4301,0,4.5,0,0.0
Yegor Yarmoliuk,120,12,0,0,0,58,0,0,0.6,-22186,0,4.4,4,0.0
Youri Tielemans,58,12,1,0,0,281,0,0,0.5,-66902,0,5.6,16,-5.666666666666668
Yves Bissouma,493,12,0,0,0,888,0,0,0.4,210,5,5.0,17,-3.333333333333332
Zack Nelson,734,12,0,0,0,0,0,0,0.0,142,0,4.5,0,0.0
Ângelo Gabriel Borges Damaceno,589,12,0,0,0,0,0,0,0.0,-985,0,5.0,0,0.0
