name,element,GW,assists,bonus,goals_scored,minutes,own_goals,saves,selected,transfers_balance,yellow_cards,value,total_points,mean_reversion
Danilo dos Santos de Oliveira,442,12,0,0,0,338,0,0,0.1,-8682,1,5.3,8,-0.666666666666667
Dara Costelloe,164,12,0,0,0,0,0,0,0.0,-2660,0,4.5,0,0.0
Darko Churlinov,162,12,0,0,0,0,0,0,0.0,-2124,0,4.4,0,0.0
David Brooks,64,12,0,2,1,223,0,0,0.1,-3513,1,4.9,15,-3.833333333333334
David Ozoh,721,12,0,0,0,3,0,0,0.0,280,0,4.5,1,-0.33333333333333337
Declan Rice,540,12,1,5,2,1023,0,0,5.4,-117090,0,5.4,46,-17.916666666666664
Dejan Kulusevski,501,12,0,3,3,1041,0,0,2.0,37186,1,7.0,46,-13.750000000000005
Dele Alli,248,12,0,0,0,0,0,0,0.0,-2771,0,4.8,0,0.0
Demarai Gray,253,12,0,0,0,0,0,0,0.1,-28426,0,5.3,0,0.0
Diego Manuel Jadon da Silva Moreira,681,12,0,0,0,0,0,0,0.0,-34,0,4.5,0,0.0
Diogo Teixeira da Silva,294,12,2,2,4,579,0,0,2.0,-110481,1,7.7,43,-9.583333333333332
Dion Pereira,332,12,0,0,0,0,0,0,0.1,-14706,0,4.4,0,0.0
Dominik Szoboszlai,309,12,4,5,1,1055,0,0,6.4,192249,1,7.1,50,-18.33333333333333
Donny van de Beek,400,12,0,0,0,2,0,0,0.0,-2768,0,4.8,1,-0.5
Douglas Luiz Soares de Paulo,43,12,1,10,5,1023,0,0,11.9,927890,4,5.6,60,-25.58333333333333
Dwight McNeil,259,12,1,0,0,680,0,0,0.1,-3249,0,5.4,21,-8.583333333333334
Eberechi Eze,226,12,2,1,2,749,0,0,4.2,-1117384,2,6.1,35,-7.25
Edson Álvarez Velázquez,642,12,1,0,0,758,0,0,0.1,-1743,5,5.0,18,-7.5
Elliot Anderson,403,12,1,0,0,407,0,0,2.7,-286942,0,4.3,19,-7.333333333333334
Elliot Thorpe,337,12,0,0,0,0,0,0,0.0,-551,0,4.5,0,0.0
Emile Smith Rowe,22,12,1,0,0,104,0,0,0.1,-10493,0,5.3,9,-5.583333333333334
Emiliano Buendía Stati,35,12,0,0,0,0,0,0,0.0,-16210,0,5.7,0,0.0
Emiliano Marcondes,74,12,0,0,0,0,0,0,0.0,-2027,0,4.3,0,0.0
Enock Agyei,156,12,0,0,0,0,0,0,0.3,6509,0,4.3,0,0.0
Enso González,698,12,0,0,0,0,0,0,0.0,234,0,5.0,0,0.0
Enzo Fernández,199,12,1,0,0,897,0,0,2.6,-171634,3,4.8,23,-6.999999999999997
Ethan Brierley,684,12,0,0,0,0,0,0,0.0,513,0,4.5,0,0.0
Fabio Henrique Tavares,296,12,0,0,0,0,0,0,0.0,-1080,0,5.0,0,0.0
Facundo Buonanotte,125,12,1,0,0,120,0,0,0.0,-3042,1,4.7,6,-1.0000000000000002
Facundo Pellistri Rebollo,394,12,1,0,0,110,0,0,0.3,8992,0,4.4,9,-2.083333333333333
Flynn Downes,531,12,0,0,0,0,0,0,0.0,-1818,0,5.0,0,0.0
Francisco Jorge Tomás Oliveira,549,12,0,0,0,0,0,0,0.0,-702,0,4.5,0,0.0
Frank Onyeka,111,12,1,0,0,368,0,0,0.0,-44,3,4.9,13,-3.833333333333333
Fred Onyedinma,329,12,0,0,0,0,0,0,0.0,-198,0,5.0,0,0.0
Frederico Rodrigues de Paula Santos,381,12,0,0,0,0,0,0,0.0,-10345,0,5.0,0,0.0
Fábio Ferreira Vieira,4,12,3,0,1,236,0,0,0.1,-4605,0,5.4,21,-8.416666666666666
Gabriel Martinelli Silva,12,12,2,0,1,721,0,0,7.4,-666479,0,7.8,31,-9.166666666666668
Garang Kuol,418,12,0,0,0,0,0,0,0.0,-617,0,4.5,0,0.0
Gavin Kilkenny,71,12,0,0,0,0,0,0,0.1,-2406,0,4.4,0,0.0
Giovani Lo Celso,503,12,0,0,0,39,0,0,0.0,-9102,0,4.8,3,-0.75
Glen Rea,334,12,0,0,0,0,0,0,0.0,-4023,0,4.4,0,0.0
Gonçalo Manuel Ganchinho Guedes,554,12,0,0,0,0,0,0,0.0,-6540,0,5.4,0,0.0
Granit Xhaka,30,12,0,0,0,0,0,0,0.0,-1186,0,6.0,0,0.0
Gustavo Hamer,663,12,0,2,2,902,0,0,0.2,13898,2,5.0,33,-8.515151515151516
Gustavo Henrique Furtado Scarpa,462,12,0,0,0,0,0,0,0.0,-4814,0,4.5,0,0.0
Hakim Ziyech,218,12,0,0,0,0,0,0,0.1,-15170,0,5.4,0,0.0
Hamed Traorè,87,12,0,0,0,44,0,0,0.0,-1230,0,4.7,3,-0.6666666666666665
Han-Noah Massengo,694,12,0,0,0,0,0,0,0.0,31,0,5.0,0,0.0
Hannibal Mejbri,383,12,0,0,1,116,0,0,0.2,15112,1,4.4,8,-2.916666666666667
Harrison Reed,282,12,1,0,0,575,0,0,0.4,-48569,2,4.7,21,-6.416666666666666
Harry Arter,435,12,0,0,0,0,0,0,0.1,-2881,0,4.4,0,0.0
Harry Wilson,288,12,1,0,0,680,0,0,0.1,-8788,2,5.3,22,-6.416666666666668
Harvey Barnes,603,12,1,2,1,183,0,0,1.1,-242908,1,6.2,17,-1.833333333333334
Harvey Elliott,295,12,2,0,0,254,0,0,0.2,-8392,1,4.8,15,-4.000000000000001
Hwang Hee-chan,557,12,2,5,6,771,0,0,5.4,513166,3,5.5,56,-22.33333333333333
Ian Maatsen,609,12,0,0,0,107,0,0,0.1,-7121,1,5.2,6,-2.333333333333333
Ibrahim Sangaré,713,12,0,0,0,642,0,0,0.0,603,4,5.0,14,-3.666666666666667
Idrissa Gueye,254,12,0,2,1,675,0,0,0.0,-2083,2,4.8,20,-2.333333333333334
Isaac Hayden,413,12,0,0,0,0,0,0,0.0,-3643,0,4.4,0,0.0
Ismaila Coulibaly,478,12,0,0,0,0,0,0,0.0,-798,0,4.4,0,0.0
Ivan Neves Abreu Cavaleiro,269,12,0,0,0,0,0,0,0.0,-984,0,5.0,0,0.0
Jack Cork,163,12,0,0,0,16,0,0,0.0,-1624,0,4.8,1,-0.25
Jack Grealish,354,12,1,2,0,325,0,0,1.6,-397672,3,7.2,14,-3.916666666666666
Jack Harrison,661,12,3,3,1,437,0,0,0.1,10690,0,5.5,29,-12.393939393939394
Jack Hinshelwood,621,12,0,0,0,85,0,0,0.0,67,0,4.5,2,-1.0
Jacob Bruun Larsen,608,12,0,0,1,182,0,0,0.0,-519,0,4.9,16,-6.333333333333334
Jacob Murphy,423,12,3,3,1,119,0,0,0.1,-9679,0,4.8,24,-12.583333333333332
Jacob Ramsey,55,12,0,0,1,48,0,0,0.1,-8329,0,5.9,7,-3.4166666666666665
Jadan Raymond,724,12,0,0,0,0,0,0,0.0,226,0,4.5,0,0.0
Jaden Philogene-Bidace,54,12,0,0,0,3,0,0,0.1,-10013,0,4.5,1,0.0
Jadon Sancho,397,12,0,0,0,76,0,0,0.4,-60886,0,6.7,3,-0.25
Jaidon Anthony,62,12,0,0,0,151,0,0,0.0,-10677,1,4.9,3,-0.25
Jairo Riedewald,239,12,0,0,0,86,0,0,0.1,228,0,4.4,4,-2.25
Jakub Moder,144,12,0,0,0,0,0,0,0.1,-2815,0,4.4,0,0.0
Jamal Lowe,73,12,0,0,0,0,0,0,0.0,-1139,0,4.9,0,0.0
James Garner,250,12,1,2,1,976,0,0,0.1,8651,2,4.9,33,-13.333333333333336
James Maddison,504,12,6,6,3,882,0,0,15.0,149264,2,7.9,63,-22.41666666666667
James McAtee,360,12,2,0,0,513,0,0,0.7,68578,1,4.4,21,-8.083333333333332
James McConnell,629,12,0,0,0,1,0,0,0.0,-398,0,4.4,1,0.08333333333333333
James Milner,142,12,0,0,0,350,0,0,0.1,-13554,2,4.8,9,-1.666666666666667
James Ward-Prowse,664,12,5,7,2,962,0,0,10.0,886347,1,6.1,54,-9.212121212121213
Jarrod Bowen,526,12,1,8,8,1080,0,0,29.5,2439426,1,7.7,75,-20.333333333333336
Jayden Luker,729,12,0,0,0,0,0,0,0.0,223,0,4.5,0,0.0
Jean-Philippe Gbamin,251,12,0,0,0,0,0,0,0.0,-1986,0,4.4,0,0.0
Jean-Ricner Bellegarde,715,12,0,1,1,215,0,0,0.0,853,0,4.9,9,-0.3333333333333335
Jeff Hendrick,414,12,0,0,0,0,0,0,0.0,-3979,0,4.4,0,0.0
Jefferson Lerma Solís,231,12,1,3,0,704,0,0,0.1,-23989,1,4.7,23,-3.333333333333332
Jeffrey Schlupp,240,12,0,1,1,758,0,0,0.1,-4889,0,4.9,30,-7.0
Jeremy Sarmiento Morante,146,12,0,0,0,0,0,0,0.0,-1509,0,4.5,0,0.0
Jesurun Rak-Sakyi,657,12,0,0,0,132,0,0,0.0,1740,0,4.5,8,-3.916666666666667
Joe Hodge,555,12,0,0,0,0,0,0,0.1,-4661,0,4.4,0,0.0
Joe Rothwell,81,12,0,0,0,358,0,0,0.0,-809,0,4.8,11,-2.833333333333334
Joe Willock,432,12,0,0,0,136,0,0,0.1,-12601,0,5.3,4,-0.6666666666666666
Joelinton Cássio Apolinário de Lira,416,12,1,3,0,638,0,0,0.5,-62559,1,5.8,22,-5.75
John Fleck,481,12,0,0,0,19,0,0,0.0,-609,0,4.9,1,-0.6666666666666667
John McGinn,50,12,2,6,3,1017,0,0,0.8,26513,2,5.5,51,-14.499999999999995
Jonjo Shelvey,463,12,0,0,0,0,0,0,0.0,-2426,0,4.8,0,0.0
Jordan Ayew,221,12,3,0,1,1014,0,0,0.6,18543,4,5.4,38,-11.833333333333332
Jordan Clark,320,12,0,0,0,17,0,0,0.0,-909,0,4.8,1,0.08333333333333333
Jordan Henderson,299,12,0,0,0,0,0,0,0.0,-785,0,5.0,0,0.0
Jorge Luiz Frello Filho,9,12,0,0,0,381,0,0,0.2,-7751,1,5.3,13,-4.083333333333333
Josh Bowler,440,12,0,0,0,0,0,0,0.0,-327,0,4.5,0,0.0
Josh Brownhill,161,12,0,0,2,779,0,0,0.2,-12554,1,4.7,28,-7.666666666666668
Josh Cullen,165,12,1,0,0,839,0,0,0.1,-1923,5,5.0,17,-5.833333333333334
Josh Dasilva,99,12,0,0,0,9,0,0,0.0,-9424,0,4.7,1,-0.08333333333333337
João Palhinha Gonçalves,280,12,0,6,2,824,0,0,0.4,12793,5,5.0,32,-13.166666666666664
João Victor Gomes da Silva,559,12,1,0,0,759,0,0,0.1,-1553,4,4.9,19,-6.416666666666666
Julio Enciso,130,12,2,0,0,68,0,0,0.5,-334534,1,5.1,8,-0.583333333333333
Justin Kluivert,72,12,0,0,0,406,0,0,0.2,-28354,0,4.6,13,-2.333333333333334
Jérémy Doku,678,12,5,6,2,552,0,0,7.3,716406,2,6.7,43,-10.333333333333332
Jóhann Berg Gudmundsson,170,12,1,0,0,431,0,0,0.0,-2669,2,4.8,12,-3.333333333333333
Kacper Kozłowski,137,12,0,0,0,0,0,0,0.0,-126,0,4.5,0,0.0
Kai Havertz,6,12,1,0,1,711,0,0,1.5,-310065,4,7.1,25,-9.749999999999998
Kalvin Phillips,364,12,0,0,0,89,0,0,0.0,-2200,0,4.8,4,-1.3333333333333337
Kaoru Mitoma,143,12,4,7,3,980,0,0,34.8,-252000,3,6.6,53,-14.166666666666664
Keane Lewis-Potter,107,12,0,0,0,218,0,0,0.0,-2314,0,4.7,8,-2.666666666666667
Kevin De Bruyne,349,12,0,0,0,22,0,0,1.6,-1274752,0,10.2,1,0.0
Kevin Schade,115,12,1,2,1,255,0,0,0.1,-6690,0,5.3,19,-3.333333333333334
Kobbie Mainoo,388,12,0,0,0,0,0,0,0.0,298,0,4.4,0,0.0
Leander Dendoncker,40,12,0,0,0,7,0,0,0.0,-1271,0,4.9,4,-1.5833333333333337
Leandro Trossard,26,12,1,6,3,300,0,0,2.3,-319565,0,6.5,35,-8.166666666666666
Leon Bailey,34,12,3,3,3,341,0,0,1.1,9558,1,5.5,38,-10.583333333333336
Lesley Ugochukwu,613,12,0,0,0,143,0,0,0.3,10864,1,4.4,9,-2.666666666666667
Lewis Cook,66,12,0,0,0,614,0,0,0.0,-1547,1,5.0,12,-3.166666666666667
Lewis Dobbin,624,12,0,0,0,117,0,0,0.1,1806,0,4.5,5,-0.583333333333333
Lewis Miley,635,12,0,0,0,65,0,0,0.0,-752,0,4.5,2,0.16666666666666666
Lewis O'Brien,458,12,0,0,0,0,0,0,0.0,-1094,0,4.9,0,0.0
Louie Watson,339,12,0,0,0,0,0,0,0.1,-22563,0,4.4,0,0.0
Luca Koleosho,605,12,1,0,0,782,0,0,0.1,6390,0,5.0,25,-7.833333333333334
Lucas Tolentino Coelho de Lima,539,12,1,3,2,975,0,0,1.6,-28435,5,6.0,35,-7.25
Luis Díaz,303,12,1,1,3,638,0,0,6.9,-38977,0,7.4,39,-9.75
Luis Sinisterra,705,12,0,0,1,121,0,0,0.0,510,0,5.5,10,-1.4444444444444446
Luke Berry,317,12,0,0,0,26,0,0,0.0,-4668,0,4.7,2,-0.5833333333333333
Luke Cundle,550,12,0,0,0,0,0,0,0.0,-1792,0,4.5,0,0.0
Luke Freeman,322,12,0,0,0,0,0,0,0.0,-1818,0,4.9,0,0.0
Luke Harris,683,12,0,0,0,74,0,0,0.0,1438,0,4.5,2,-0.2
Mackenzie Hunt,719,12,0,0,0,0,0,0,0.0,285,0,4.5,0,0.0
Mads Bidstrup,94,12,0,0,0,0,0,0,0.0,-126,0,4.5,0,0.0
Mahmoud Dahoud,128,12,1,0,0,404,0,0,0.1,-8411,1,4.8,13,-4.416666666666668
Malcolm Ebiowei,224,12,0,0,0,0,0,0,0.0,-3263,0,4.5,0,0.0
Manor Solomon,583,12,2,2,0,196,0,0,0.1,-8795,1,5.1,14,-3.833333333333334
Manuel Benson Hedilazio,159,12,0,0,0,65,0,0,0.1,-13332,0,5.2,3,-0.5833333333333335
Marcus Oliveira Alencar,11,12,0,0,0,0,0,0,0.0,-10615,0,4.5,0,0.0
Marcus Rashford,396,12,2,0,1,931,0,0,12.8,-3297938,1,8.6,35,-9.583333333333332
Marcus Tavernier,86,12,1,0,0,617,0,0,0.0,-292,0,5.4,21,-7.250000000000003
Mario Lemina,565,12,0,5,2,972,0,0,0.2,9345,4,4.9,31,-7.500000000000003
Martin Ødegaard,14,12,2,6,3,789,0,0,13.8,-1033065,1,8.3,48,-16.0
Marvelous Nakamba,52,12,0,0,0,1060,0,0,1.5,19557,4,4.4,20,-7.249999999999997
Mason Mount,209,12,0,0,0,397,0,0,0.9,-247483,1,6.8,12,-3.2500000000000013
Mateo Kovačić,356,12,0,0,0,560,0,0,0.4,-69842,2,4.8,17,-3.666666666666666
Matheus França de Oliveira,615,12,0,0,0,31,0,0,0.0,-454,0,4.9,2,-1.3333333333333337
Matheus Luiz Nunes,566,12,1,0,0,379,0,0,0.1,-12536,0,4.9,11,-4.000000000000001
Mathias Jensen,106,12,3,8,3,905,0,0,2.7,174336,2,5.4,58,-20.25
Matt Ritchie,425,12,0,0,0,70,0,0,0.2,-4016,0,4.4,2,-0.08333333333333331
Matthew Dibley-Dias,652,12,0,0,0,0,0,0,0.0,124,0,4.5,0,0.0
Maxwel Cornet,527,12,0,0,0,1,0,0,0.1,-4031,0,5.2,1,0.0
Michael Olakigbe,620,12,0,0,0,12,0,0,0.0,349,0,4.5,4,-1.1111111111111112
Michael Olise,236,12,0,0,0,23,0,0,0.1,-6553,0,5.8,1,0.08333333333333333
Miguel Almirón Rejala,402,12,0,2,2,747,0,0,4.6,-295911,1,6.3,34,-12.416666666666668
Mike Trésor,706,12,0,0,0,222,0,0,0.0,711,0,5.5,9,-3.222222222222223
Mikkel Damsgaard,98,12,0,0,0,52,0,0,0.0,-8490,0,4.8,2,-0.08333333333333326
Mohamed Elneny,3,12,1,0,0,1,0,0,0.1,-2800,0,4.4,4,-2.666666666666667
Mohamed Salah,308,12,4,14,10,1044,0,0,46.9,1880518,1,13.0,101,-35.00000000000001
Mohammed Kudus,689,12,1,2,2,365,0,0,1.6,143924,2,6.5,25,-6.000000000000003
Moisés Caicedo Corozo,126,12,0,0,0,802,0,0,1.4,-183647,3,4.7,18,-6.25
Morgan Gibbs-White,447,12,3,1,0,1011,0,0,1.2,-120102,3,5.7,33,-7.666666666666668
Morgan Sanson,56,12,0,0,0,0,0,0,0.0,-583,0,4.5,0,0.0
Moussa Diaby,599,12,6,5,3,944,0,0,15.2,834926,0,6.8,65,-20.666666666666664
Mykhailo Mudryk,210,12,1,3,2,364,0,0,0.9,-192866,2,6.3,30,-15.083333333333336
Myles Peart-Harris,744,12,0,0,0,0,0,0,0.0,15,0,4.5,0,0.0
Máximo Perrone,363,12,0,0,0,0,0,0,0.0,-1862,0,4.4,0,0.0
Naouirou Ahamada,219,12,0,0,0,77,0,0,1.1,79690,0,4.3,6,-1.333333333333333
Nathan Redmond,600,12,0,0,0,88,0,0,0.0,-3682,0,4.8,6,-1.9166666666666663
Nicolas Pépé,16,12,0,0,0,0,0,0,0.0,-5524,0,4.9,0,0.0
Nicolás Domínguez,712,12,0,3,1,535,0,0,0.0,2511,1,5.0,23,-7.5555555555555545
Nicolò Zaniolo,672,12,0,0,0,421,0,0,0.1,2308,2,5.5,10,-3.787878787878788
Nikola Vlašić,543,12,0,0,0,0,0,0,0.1,-12974,0,4.5,0,0.0
Noni Madueke,208,12,0,0,0,116,0,0,0.1,-5399,0,5.3,6,-2.833333333333333
Oliver Norwood,488,12,0,3,1,880,0,0,0.0,829,3,4.8,26,-6.166666666666666
Oliver Skipp,515,12,0,0,0,173,0,0,0.1,-14587,1,4.6,7,-2.333333333333333
Omari Forson,632,12,0,0,0,0,0,0,0.0,-305,0,4.4,0,0.0
Omari Kellyman,618,12,0,0,0,0,0,0,0.1,376,0,4.5,0,0.0
Orel Mangala,453,12,0,0,1,912,0,0,0.0,-453,4,5.0,26,-7.583333333333334
Oscar Bobb,345,12,2,0,0,52,0,0,0.1,1603,0,4.4,10,-3.25
Pablo Fornals Malla,534,12,0,0,0,168,0,0,0.1,-5449,0,4.7,9,-2.250000000000001
Pablo Sarabia,570,12,2,2,1,190,0,0,0.1,-895,1,4.7,20,0.16666666666666607
Pape Matar Sarr,513,12,2,2,1,829,0,0,3.4,209118,3,4.6,36,-9.333333333333332
Pascal Groß,134,12,1,8,2,888,0,0,1.6,-240041,1,6.3,41,-12.416666666666664
Pedro Lomba Neto,567,12,8,5,1,886,0,0,2.9,232624,3,5.6,52,-20.166666666666668
Pelly Ruddock Mpanzu,582,12,0,0,0,502,0,0,0.0,-2988,0,4.7,16,-6.25
Phil Foden,353,12,3,6,3,920,0,0,9.8,45102,1,7.5,55,-16.916666666666664
Philip Billing,63,12,1,3,1,931,0,0,0.4,-39551,2,5.2,32,-14.5
Philippe Coutinho Correia,38,12,0,0,0,24,0,0,0.2,-42111,0,5.8,2,-0.08333333333333326
Pierre-Emile Højbjerg,499,12,0,0,0,376,0,0,0.3,-32470,3,5.2,11,-3.5000000000000013
Raheem Sterling,216,12,4,6,4,990,0,0,7.7,432397,3,6.9,60,-17.666666666666664
Reiss Nelson,578,12,0,0,0,61,0,0,0.0,-552,0,4.9,5,-1.75
Remo Freuler,446,12,0,0,0,0,0,0,0.0,-1788,0,4.9,0,0.0
Richarlison de Andrade,509,12,3,0,1,535,0,0,1.1,-288613,2,6.7,30,-12.666666666666668
Riyad Mahrez,359,12,0,0,0,0,0,0,0.0,-5455,0,7.5,0,0.0
Rodrigo Bentancur,492,12,0,0,0,57,0,0,0.0,1464,1,5.4,2,-0.8333333333333333
Rodrigo Hernandez,365,12,3,5,3,820,0,0,6.0,23500,4,5.6,45,-6.833333333333332
Roméo Lavia,667,12,0,0,0,0,0,0,0.0,-213,0,4.9,0,0.0
Ross Barkley,630,12,0,0,0,443,0,0,0.1,-11998,0,4.9,12,-3.583333333333333
Ryan Christie,65,12,1,0,0,872,0,0,0.1,1764,0,5.0,26,-7.583333333333334
Ryan Fraser,410,12,0,0,0,0,0,0,0.0,-3785,0,4.9,0,0.0
Ryan Gravenberch,708,12,0,0,0,270,0,0,0.1,9228,0,5.0,10,-3.555555555555556
